"","frug_family","frug","body_mass","gape_size","bodylog","passagetime"
"94","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"95","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"96","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"97","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"98","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"99","Ramphastidae","Baillonius bailloni",146,23.6,4.98360662170834,41.7186252351663
"100","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"101","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"102","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"103","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"104","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"105","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"106","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"107","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"108","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"109","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"110","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"111","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"112","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"113","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"114","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"115","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"116","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"117","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"118","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"119","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"120","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"121","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"122","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"123","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"124","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"125","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"126","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"127","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"128","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"129","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"130","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"131","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"132","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"133","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"134","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"135","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"136","Trogonidae","Trogon surrucura",73.3,17.5,4.29456060889261,30.0598769932605
"137","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"138","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"139","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"140","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"141","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"142","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"143","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"144","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"145","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"146","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"147","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"148","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"149","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"150","Trogonidae","Trogon surrucura",73.3,17.5,4.29456060889261,30.0598769932605
"151","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"152","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"153","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"154","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"155","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"156","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"157","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"158","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"159","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"160","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"161","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"162","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"163","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"164","Cracidae","Penelope obscura",1770,22.3,7.47873482556787,136.701209383721
"165","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"166","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"167","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"168","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"169","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"170","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"171","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"172","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"173","Ramphastidae","Baillonius bailloni",146,23.6,4.98360662170834,41.7186252351663
"174","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"175","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"176","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"177","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"178","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"179","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"180","Trogonidae","Trogon surrucura",73.3,17.5,4.29456060889261,30.0598769932605
"181","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"182","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"183","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"184","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"185","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"186","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"187","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"188","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"189","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"190","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"191","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"192","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"193","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"194","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"195","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"196","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"197","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"198","Cotingidae","Procnias nudicollis",200,23.6,5.29831736654804,48.4554666998556
"199","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"200","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"201","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"202","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"203","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"204","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"205","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"206","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"207","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"208","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"209","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"210","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"211","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"212","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"213","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"214","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"215","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"216","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"217","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"218","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"219","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"220","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"221","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"222","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"223","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"224","Fringillidae","Euphonia chlorotica",11,6.1,2.39789527279837,12.194808882872
"225","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"226","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"227","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"228","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"229","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"230","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"231","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"232","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"233","Ramphastidae","Baillonius bailloni",146,23.6,4.98360662170834,41.7186252351663
"234","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"235","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"236","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"237","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"238","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"239","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"240","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"241","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"242","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"243","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"244","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"245","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"246","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"247","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"248","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"249","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"250","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"251","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"252","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"253","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"254","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"255","Trogonidae","Trogon surrucura",73.3,17.5,4.29456060889261,30.0598769932605
"256","Cotingidae","Tityra cayana",68.1,16.6,4.22097721315547,29.025945606218
"257","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"258","Ramphastidae","Ramphastos vitellinus",343.5,30.1,5.8391871116624,62.6722647984913
"259","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"260","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"261","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"262","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"263","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"264","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"265","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"266","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"267","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"268","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"269","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"270","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"271","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"272","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"273","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"274","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"275","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"276","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"277","Thraupidae","Tangara seledon",18.7,6.1,2.92852352386054,15.6961060343566
"278","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"279","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"280","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"281","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"282","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"283","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"284","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"285","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"286","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"287","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"288","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"289","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"290","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"291","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"292","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"293","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"294","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"295","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"296","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"297","Cracidae","Aburria jacutinga",1250,19.1,7.13089883029635,115.855476135619
"298","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"299","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"300","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"301","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"302","Thraupidae","Tangara cyanocephala",18,5.2,2.89037175789616,15.4138294984327
"303","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"304","Ramphastidae","Selenidera maculirostris",164,25,5.0998664278242,44.0906887057991
"305","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"306","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"307","Ramphastidae","Ramphastos dicolorus",331,30.7,5.80211837537706,61.576889578006
"308","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"309","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"310","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"311","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"312","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"313","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"314","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"315","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"316","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"317","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"318","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"319","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"320","Trogonidae","Trogon viridis",89.7,20.5,4.49647076906475,33.0900711951694
"321","Fringillidae","Euphonia violacea",15,6.9,2.70805020110221,14.1334000625966
"322","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"323","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"324","Turdidae","Turdus rufiventris",69.5,13.3,4.24132675257075,29.3082694073246
"325","Thraupidae","Thraupis palmarum",39,8.3,3.66356164612965,22.265668607451
"326","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"327","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
"328","Turdidae","Turdus albicollis",54,11.1,3.98898404656427,25.9932953670715
"329","Thraupidae","Thraupis sayaca",32.5,8.9,3.48124008933569,20.4160557324382
